딜ID,회사명,산업,섹터,본사지역,설립연도,임직원수,펀드명,펀드유형,빈티지,담당파트너,딜상태,투자일자,투자금액(억원),지분율(%),매출(억원),EBITDA(억원),EBITDA마진(%),순부채(억원),기업가치EV(억원),진입 EV/EBITDA(x),진입 EV/Revenue(x),보유기간(년),현재평가가치(억원),MOIC(x),Gross IRR(%),회수일자,회수금액(억원),회수방식
DL-00845,현우산업,제조/소재,산업기계,서울,1999,179,바이아웃 2호 PEF,Buyout,2021,강태호,투자완료(Active),2022-10-30,285.6,89.5,170,46.8,27.5,308.2,621.8,13.3,3.66,3.6,267.8,0.94,-1.8,,,
DL-00846,우진케미칼,제조/소재,철강금속,서울,2018,1579,바이아웃 2호 PEF,Buyout,2021,최예린,회수완료(Exited),2024-11-14,1712.3,99.2,541,144.4,26.7,126.9,1762.3,12.2,3.26,1.6,,2.43,76.3,2026-06-10,4167.2,Recap/배당
DL-00847,보광파마,바이오/헬스케어,제약,해외(싱가포르),1989,1198,그로쓰 3호 PEF,Growth,2022,강태호,실사(DD),,,,495,54.9,11.1,233.2,571.4,10.4,1.15,,,,,,,
DL-00848,제이코스메틱,소비재,식음료,경남,1990,2808,그로쓰 1호 PEF,Growth,2016,서지원,실사(DD),,,,1393,271.6,19.5,274.2,2689.2,9.9,1.93,,,,,,,
DL-00849,정밀그린텍,에너지/환경,신재생에너지,대전,2007,719,세컨더리 1호,Secondary,2023,박민재,투자완료(Active),2024-01-24,262.3,32.4,386,120.0,31.1,324.0,1032.4,8.6,2.67,2.4,325.0,1.24,9.4,,,
DL-00850,가온코스메틱,소비재,식음료,대전,1989,757,그로쓰 2호 PEF,Growth,2019,서지원,투자완료(Active),2021-02-01,982.9,96.5,371,76.1,20.5,100.8,927.9,12.2,2.5,5.4,1334.2,1.36,5.9,,,
DL-00851,동성푸드,소비재,리테일,서울,1994,513,바이아웃 2호 PEF,Buyout,2021,정우성,투자완료(Active),2024-01-12,301.3,36.3,248,69.2,27.9,101.5,830.3,12.0,3.35,2.4,376.9,1.25,9.7,,,
DL-00852,한솔페이,금융서비스,결제,서울,1986,1003,스페셜시츄에이션 1호,Special Situation,2018,최예린,스크리닝(Screening),,,,468,65.1,13.9,330.2,852.2,13.1,1.82,,,,,,,
DL-00853,동방테크,IT/소프트웨어,핀테크,서울,2014,1793,바이아웃 1호 PEF,Buyout,2017,서지원,회수완료(Exited),2022-10-27,927.8,39.4,620,184.8,29.8,168.6,2438.8,13.2,3.93,3.6,,1.23,5.9,2026-06-10,1140.5,IPO
DL-00854,현우서비스,B2B서비스,시설관리,서울,2014,1039,세컨더리 1호,Secondary,2023,오세훈,회수완료(Exited),2024-12-22,854.0,90.3,428,106.6,24.9,95.4,905.9,8.5,2.12,1.5,,0.98,-1.5,2026-06-10,835.9,Recap/배당
DL-00855,태광산업,제조/소재,자동차부품,서울,1990,579,바이아웃 2호 PEF,Buyout,2021,정우성,회수완료(Exited),2025-01-30,333.3,65.6,459,33.5,7.3,36.6,449.0,13.4,0.98,1.4,,2.51,96.9,2026-06-10,836.3,구주매출
DL-00856,디에이치에너지,에너지/환경,신재생에너지,서울,1992,500,세컨더리 1호,Secondary,2023,이서준,투자완료(Active),2024-04-16,67.2,52.8,214,26.3,12.3,56.0,163.2,6.2,0.76,2.1,79.7,1.19,8.3,,,
DL-00857,정밀소프트,IT/소프트웨어,SaaS,서울,1987,852,그로쓰 3호 PEF,Growth,2022,김도현,소싱(Sourcing),,,,299,84.3,28.2,458.2,1205.7,14.3,4.03,,,,,,,
DL-00858,대한리빙,소비재,화장품,인천,2019,2041,스페셜시츄에이션 1호,Special Situation,2018,윤지호,실사(DD),,,,808,126.0,15.6,96.2,1285.7,10.2,1.59,,,,,,,
DL-00859,동방메디컬,바이오/헬스케어,제약,서울,2006,2436,스페셜시츄에이션 1호,Special Situation,2018,서지원,투자완료(Active),2018-03-12,1087.3,87.2,1498,245.7,16.4,461.5,1547.7,6.3,1.03,8.2,2119.2,1.95,8.4,,,
DL-00860,광림에너지,에너지/환경,수처리,충북,2021,484,그로쓰 1호 PEF,Growth,2016,배준영,회수완료(Exited),2021-02-01,437.8,29.5,478,140.1,29.3,12.0,1400.5,10.0,2.93,3.9,,4.04,43.4,2024-12-17,1768.5,구주매출
DL-00861,현우환경,에너지/환경,수처리,서울,2008,1224,세컨더리 1호,Secondary,2023,김도현,투자완료(Active),2024-03-29,953.8,77.5,566,138.7,24.5,90.0,1081.6,7.8,1.91,2.2,1062.6,1.11,5.0,,,
DL-00862,신성소재,제조/소재,2차전지소재,인천,1995,2864,그로쓰 2호 PEF,Growth,2019,강태호,실사(DD),,,,2006,551.7,27.5,1410.7,3971.9,7.2,1.98,,,,,,,
DL-00863,제이리빙,소비재,식음료,전북,2013,139,스페셜시츄에이션 1호,Special Situation,2018,임수빈,투자완료(Active),2021-11-26,23.2,49.8,61,9.6,15.8,11.9,54.0,5.6,0.88,4.5,26.9,1.16,3.4,,,
DL-00864,신성에셋,금융서비스,여신전문,경기,1988,8788,그로쓰 1호 PEF,Growth,2016,이서준,소싱(Sourcing),,,,3133,720.6,23.0,51.8,3891.2,5.4,1.24,,,,,,,
DL-00865,대한콘텐츠,미디어/콘텐츠,광고/마케팅,서울,2008,862,그로쓰 2호 PEF,Growth,2019,배준영,투자완료(Active),2024-03-13,42.3,26.8,367,22.4,6.1,133.0,273.1,12.2,0.74,2.2,61.9,1.46,18.5,,,
DL-00866,유진정밀,제조/소재,2차전지소재,경기,2008,332,그로쓰 1호 PEF,Growth,2016,고은채,회수완료(Exited),2020-11-17,162.2,34.5,397,75.4,19.0,45.2,460.1,6.1,1.16,4.5,,2.45,22.3,2025-05-03,397.3,Recap/배당
DL-00867,한국물류,물류/유통,도소매유통,서울,1997,1298,그로쓰 1호 PEF,Growth,2016,강태호,스크리닝(Screening),,,,491,163.5,33.3,1085.4,2354.4,14.4,4.8,,,,,,,
DL-00868,아이엠엔터,미디어/콘텐츠,교육,인천,1986,765,그로쓰 3호 PEF,Growth,2022,남기훈,회수완료(Exited),2022-08-27,79.7,24.0,311,49.4,15.9,120.9,410.4,8.3,1.32,3.8,,1.43,9.9,2026-06-10,113.9,IPO
DL-00869,동방케미칼,제조/소재,정밀화학,인천,2000,2092,바이아웃 2호 PEF,Buyout,2021,오세훈,소싱(Sourcing),,,,978,157.5,16.1,134.8,1055.0,6.7,1.08,,,,,,,
DL-00870,삼정케미칼,제조/소재,철강금속,경북,2018,881,세컨더리 1호,Secondary,2023,윤지호,투자완료(Active),2024-07-23,799.2,80.0,537,138.0,25.7,668.1,1642.3,11.9,3.06,1.9,784.6,0.98,-1.0,,,
DL-00871,디에이치메탈,제조/소재,2차전지소재,서울,2005,512,바이아웃 1호 PEF,Buyout,2017,고은채,스크리닝(Screening),,,,357,103.9,29.1,313.1,1059.6,10.2,2.97,,,,,,,
DL-00872,동방정보기술,IT/소프트웨어,시스템통합,충북,1993,120,바이아웃 2호 PEF,Buyout,2021,박민재,회수완료(Exited),2021-07-02,144.7,52.9,102,23.5,23.0,83.7,309.7,13.2,3.04,4.9,,2.18,17.1,2026-06-10,316.0,재무적매각(Secondary)
DL-00873,서연시스템,IT/소프트웨어,시스템통합,대전,1990,1672,세컨더리 1호,Secondary,2023,박민재,회수완료(Exited),2025-04-14,1599.3,85.6,872,234.6,26.9,1588.7,3424.7,14.6,3.93,1.2,,1.61,50.8,2026-06-10,2570.5,IPO
DL-00874,한솔캐피탈,금융서비스,인슈어테크,인천,1985,646,세컨더리 1호,Secondary,2023,한승우,투자심의(IC),,,,430,25.4,5.9,55.2,263.8,10.4,0.61,,,,,,,
DL-00875,제이솔루션,IT/소프트웨어,핀테크,서울,2016,2169,그로쓰 2호 PEF,Growth,2019,박민재,투자완료(Active),2020-09-08,1496.4,57.1,778,254.4,32.7,592.5,2798.5,11.0,3.6,5.8,4127.6,2.76,19.3,,,
DL-00876,대한메탈,제조/소재,정밀화학,경기,1990,1940,그로쓰 2호 PEF,Growth,2019,최예린,회수완료(Exited),2020-12-26,312.6,59.0,877,152.6,17.4,370.6,824.0,5.4,0.94,5.5,,2.67,19.8,2026-06-10,835.9,재무적매각(Secondary)
DL-00877,현우콘텐츠,미디어/콘텐츠,엔터테인먼트,전남,2009,1005,바이아웃 2호 PEF,Buyout,2021,고은채,투자완료(Active),2021-11-07,401.1,25.2,522,196.8,37.7,243.1,1830.2,9.3,3.51,4.6,659.0,1.64,11.4,,,
DL-00878,신성바이오,바이오/헬스케어,의료기기,경기,2019,998,바이아웃 1호 PEF,Buyout,2017,최예린,투자완료(Active),2018-09-12,215.2,99.2,598,38.3,6.4,177.2,359.8,9.4,0.6,7.7,308.9,1.44,4.8,,,
DL-00879,동방미디어,미디어/콘텐츠,게임,해외(싱가포르),2000,446,그로쓰 2호 PEF,Growth,2019,오세훈,회수완료(Exited),2023-07-27,84.3,28.6,164,42.6,26.0,278.9,558.6,13.1,3.41,2.9,,1.39,12.1,2026-06-10,117.0,재무적매각(Secondary)
DL-00880,중앙환경,에너지/환경,신재생에너지,경기,1994,361,바이아웃 2호 PEF,Buyout,2021,배준영,실사(DD),,,,155,31.0,20.0,155.6,356.5,11.5,2.3,,,,,,,
DL-00881,세진익스프레스,물류/유통,3PL물류,경기,2015,202,그로쓰 2호 PEF,Growth,2019,임수빈,투자완료(Active),2019-06-21,182.9,63.7,101,29.8,29.5,93.1,324.8,10.9,3.22,7.0,270.5,1.48,5.8,,,
DL-00882,누리소프트,IT/소프트웨어,정보보안,충남,2010,1428,벤처그로쓰 1호,Venture,2020,오세훈,스크리닝(Screening),,,,485,115.4,23.8,186.8,1500.6,13.0,3.09,,,,,,,
DL-00883,정밀콘텐츠,미디어/콘텐츠,교육,경기,2001,295,그로쓰 2호 PEF,Growth,2019,강태호,실사(DD),,,,99,11.2,11.3,58.5,149.9,13.4,1.51,,,,,,,
DL-00884,코리아코스메틱,소비재,리테일,경기,2001,466,그로쓰 3호 PEF,Growth,2022,이서준,투자완료(Active),2025-03-18,87.4,44.1,208,38.1,18.3,2.4,194.1,5.1,0.93,1.2,144.1,1.65,50.1,,,
DL-00885,세진진단,바이오/헬스케어,제약,경남,1988,374,스페셜시츄에이션 1호,Special Situation,2018,윤지호,투자완료(Active),2022-01-31,124.6,59.2,251,26.9,10.7,165.1,354.5,13.2,1.41,4.4,200.6,1.61,11.6,,,
DL-00886,대명에셋,금융서비스,인슈어테크,해외(베트남),1986,567,바이아웃 1호 PEF,Buyout,2017,배준영,투자완료(Active),2018-06-20,627.8,88.3,346,112.1,32.4,172.3,852.0,7.6,2.46,8.0,817.3,1.3,3.4,,,
DL-00887,코리아메탈,제조/소재,자동차부품,부산,2012,541,바이아웃 1호 PEF,Buyout,2017,김도현,소싱(Sourcing),,,,212,23.5,11.1,89.5,185.9,7.9,0.88,,,,,,,
DL-00888,유진게임즈,미디어/콘텐츠,교육,경기,1989,540,그로쓰 3호 PEF,Growth,2022,배준영,실사(DD),,,,334,37.4,11.2,22.6,452.6,12.1,1.36,,,,,,,
DL-00889,가온매니지먼트,B2B서비스,엔지니어링,부산,2019,289,그로쓰 1호 PEF,Growth,2016,김도현,투자완료(Active),2017-06-07,47.3,35.7,97,22.4,23.1,71.7,201.7,9.0,2.08,9.0,116.9,2.47,10.6,,,
DL-00890,중앙이엔지,에너지/환경,수처리,경기,1995,730,스페셜시츄에이션 1호,Special Situation,2018,배준영,실사(DD),,,,585,59.7,10.2,30.0,364.0,6.1,0.62,,,,,,,
DL-00891,한솔커머스,물류/유통,이커머스,경기,2009,1583,스페셜시츄에이션 1호,Special Situation,2018,강태호,투자완료(Active),2020-12-20,1431.7,95.8,1352,285.3,21.1,993.0,2424.8,8.5,1.79,5.5,1031.5,0.72,-5.8,,,
DL-00892,동성F&B,소비재,패션/리빙,서울,2006,400,벤처그로쓰 1호,Venture,2020,최예린,투자완료(Active),2024-04-16,948.6,78.9,202,76.2,37.7,160.9,1127.1,14.8,5.58,2.1,2068.6,2.18,43.7,,,
DL-00893,성안정보기술,IT/소프트웨어,데이터/AI,광주,2020,403,세컨더리 1호,Secondary,2023,박민재,소싱(Sourcing),,,,488,164.5,33.7,407.1,2302.4,14.0,4.72,,,,,,,
DL-00894,한국서비스,B2B서비스,인력아웃소싱,경북,2010,996,그로쓰 2호 PEF,Growth,2019,한승우,소싱(Sourcing),,,,335,77.0,23.0,93.3,439.2,5.7,1.31,,,,,,,
DL-00895,광림익스프레스,물류/유통,콜드체인,서울,1998,793,벤처그로쓰 1호,Venture,2020,남기훈,소싱(Sourcing),,,,283,24.9,8.8,92.4,283.9,11.4,1.0,,,,,,,
DL-00896,성안그린텍,에너지/환경,폐기물처리,서울,2001,1363,세컨더리 1호,Secondary,2023,한승우,투자완료(Active),2025-06-27,1795.2,81.1,1195,237.8,19.9,666.8,2592.1,10.9,2.17,1.0,2695.9,1.5,53.2,,,
DL-00897,동성캐피탈,금융서비스,여신전문,서울,2019,1969,바이아웃 1호 PEF,Buyout,2017,김도현,회수완료(Exited),2024-04-11,184.8,38.1,749,103.4,13.8,360.0,795.9,7.7,1.06,2.2,,1.19,8.5,2026-06-10,220.6,IPO
DL-00898,태광제약,바이오/헬스케어,제약,경기,1998,620,그로쓰 1호 PEF,Growth,2016,남기훈,투자완료(Active),2016-03-07,96.4,25.0,225,75.6,33.6,44.3,385.6,5.1,1.71,10.3,144.9,1.5,4.0,,,
DL-00899,누리케미칼,제조/소재,자동차부품,부산,1985,566,세컨더리 1호,Secondary,2023,남기훈,투자심의(IC),,,,605,70.2,11.6,28.7,617.6,8.8,1.02,,,,,,,
DL-00900,대명식품,소비재,패션/리빙,충남,2020,1391,바이아웃 2호 PEF,Buyout,2021,윤지호,투자완료(Active),2025-06-07,224.8,27.8,529,83.6,15.8,337.1,1145.1,13.7,2.16,1.0,313.2,1.39,38.9,,,
DL-00901,글로벌메디컬,바이오/헬스케어,제약,제주,2006,1782,스페셜시츄에이션 1호,Special Situation,2018,임수빈,회수완료(Exited),2021-05-10,188.4,89.4,633,51.9,8.2,85.7,264.7,5.1,0.42,5.1,,1.42,7.2,2026-06-10,268.5,Recap/배당
DL-00902,제이매니지먼트,B2B서비스,엔지니어링,서울,1985,510,세컨더리 1호,Secondary,2023,김도현,투자완료(Active),2024-01-22,176.8,62.7,253,29.9,11.8,27.8,274.7,9.2,1.09,2.4,306.2,1.73,25.9,,,
DL-00903,누리페이,금융서비스,여신전문,충남,2012,381,그로쓰 2호 PEF,Growth,2019,강태호,소싱(Sourcing),,,,164,12.6,7.7,22.6,120.0,9.5,0.73,,,,,,,
DL-00904,한국식품,소비재,화장품,서울,2018,1650,벤처그로쓰 1호,Venture,2020,임수빈,회수완료(Exited),2020-01-12,247.0,80.9,818,94.1,11.5,234.5,479.8,5.1,0.59,4.7,,1.7,12.0,2024-09-24,420.5,IPO
DL-00905,정밀금융,금융서비스,인슈어테크,서울,2020,1486,그로쓰 2호 PEF,Growth,2019,이서준,투자완료(Active),2024-05-09,259.5,46.7,699,68.5,9.8,42.9,527.5,7.7,0.75,2.1,338.5,1.3,13.6,,,
DL-00906,한라물류,물류/유통,콜드체인,서울,2016,892,벤처그로쓰 1호,Venture,2020,서지원,실사(DD),,,,329,16.8,5.1,11.4,181.2,10.8,0.55,,,,,,,
DL-00907,유진금융,금융서비스,여신전문,서울,1999,79,그로쓰 1호 PEF,Growth,2016,이서준,투자완료(Active),2021-04-09,46.9,99.4,30,6.3,21.1,3.1,44.9,7.1,1.5,5.2,154.1,3.29,25.9,,,
DL-00908,신성커머스,물류/유통,3PL물류,서울,1988,783,벤처그로쓰 1호,Venture,2020,김도현,투자완료(Active),2020-12-30,374.2,87.5,977,69.4,7.1,80.0,430.1,6.2,0.44,5.4,414.1,1.11,1.9,,,
DL-00909,동성소프트,IT/소프트웨어,SaaS,서울,1990,2056,세컨더리 1호,Secondary,2023,최예린,회수완료(Exited),2024-10-23,708.0,31.3,1583,251.7,15.9,1064.6,3045.5,12.1,1.92,1.6,,1.65,35.9,2026-06-10,1166.5,전략적매각(M&A)
DL-00910,중앙미디어,미디어/콘텐츠,엔터테인먼트,해외(싱가포르),2019,1194,바이아웃 1호 PEF,Buyout,2017,배준영,실사(DD),,,,587,82.2,14.0,79.5,452.0,5.5,0.77,,,,,,,
DL-00911,태광스튜디오,미디어/콘텐츠,광고/마케팅,경기,1994,863,바이아웃 1호 PEF,Buyout,2017,강태호,회수완료(Exited),2022-01-09,582.3,35.5,354,124.6,35.2,401.5,1844.2,14.8,5.21,4.4,,3.74,34.8,2026-06-10,2179.6,구주매출
DL-00912,코리아유통,물류/유통,이커머스,서울,2010,286,세컨더리 1호,Secondary,2023,최예린,투자완료(Active),2023-07-07,214.3,78.3,229,39.6,17.3,67.6,340.7,8.6,1.49,2.9,505.9,2.36,34.1,,,
DL-00913,제이산업,제조/소재,2차전지소재,경남,2014,123,그로쓰 2호 PEF,Growth,2019,이서준,보류/철회(Dropped),,,,134,20.5,15.3,100.7,295.2,14.4,2.2,,,,,,,
DL-00914,코리아메디컬,바이오/헬스케어,의료기기,대전,1985,6931,그로쓰 2호 PEF,Growth,2019,서지원,스크리닝(Screening),,,,2493,284.2,11.4,1561.6,3978.8,14.0,1.6,,,,,,,
DL-00915,한라파워,에너지/환경,신재생에너지,부산,1987,2937,벤처그로쓰 1호,Venture,2020,김도현,투자완료(Active),2023-02-01,929.5,24.0,1614,513.3,31.8,2600.7,6159.0,12.0,3.82,3.4,2432.4,2.62,33.2,,,
DL-00916,동성산업,제조/소재,산업기계,서울,1998,1055,스페셜시츄에이션 1호,Special Situation,2018,최예린,보류/철회(Dropped),,,,1121,254.5,22.7,1160.9,3053.6,12.0,2.72,,,,,,,
DL-00917,성안매니지먼트,B2B서비스,엔지니어링,전북,1996,2502,바이아웃 1호 PEF,Buyout,2017,서지원,실사(DD),,,,1222,386.2,31.6,534.1,2857.5,7.4,2.34,,,,,,,
DL-00918,대한헬스케어,바이오/헬스케어,제약,해외(베트남),2021,266,그로쓰 1호 PEF,Growth,2016,서지원,소싱(Sourcing),,,,112,37.9,33.8,58.0,212.0,5.6,1.89,,,,,,,
DL-00919,대한캐피탈,금융서비스,인슈어테크,해외(싱가포르),1998,1174,바이아웃 2호 PEF,Buyout,2021,남기훈,투자완료(Active),2022-04-06,145.0,21.6,723,109.2,15.1,567.8,1179.1,10.8,1.63,4.2,202.1,1.39,8.3,,,
DL-00920,성안메디컬,바이오/헬스케어,체외진단,충북,2009,394,그로쓰 2호 PEF,Growth,2019,임수빈,스크리닝(Screening),,,,290,54.2,18.7,98.4,428.4,7.9,1.48,,,,,,,
DL-00921,동성메탈,제조/소재,산업기계,대전,2004,668,그로쓰 3호 PEF,Growth,2022,정우성,투자완료(Active),2024-05-13,134.9,87.1,302,16.6,5.5,61.2,214.3,12.9,0.71,2.1,130.4,0.97,-1.6,,,
DL-00922,정밀파트너스,B2B서비스,MRO,서울,2003,2760,그로쓰 3호 PEF,Growth,2022,오세훈,회수완료(Exited),2025-02-26,3733.4,64.5,1012,395.7,39.1,932.0,5579.3,14.1,5.51,1.3,,1.4,29.9,2026-06-10,5224.0,전략적매각(M&A)
DL-00923,누리테크,IT/소프트웨어,핀테크,서울,1993,184,세컨더리 1호,Secondary,2023,임수빈,회수완료(Exited),2024-03-17,114.4,76.0,154,16.5,10.7,54.9,199.4,12.1,1.29,2.2,,4.4,94.2,2026-06-10,502.9,전략적매각(M&A)
DL-00924,누리랩스,IT/소프트웨어,정보보안,전북,1991,516,그로쓰 1호 PEF,Growth,2016,서지원,투자심의(IC),,,,257,58.1,22.6,76.6,412.4,7.1,1.6,,,,,,,
DL-00925,현우시스템,IT/소프트웨어,시스템통합,인천,1995,1703,세컨더리 1호,Secondary,2023,남기훈,보류/철회(Dropped),,,,571,139.9,24.5,19.0,755.4,5.4,1.32,,,,,,,
DL-00926,디에이치그린텍,에너지/환경,폐기물처리,울산,2009,944,바이아웃 1호 PEF,Buyout,2017,이서준,투자완료(Active),2020-09-20,1693.3,96.9,492,181.1,36.8,152.9,1774.3,9.8,3.61,5.7,2686.3,1.59,8.4,,,
DL-00927,우진금융,금융서비스,자산관리,서울,1999,928,바이아웃 2호 PEF,Buyout,2021,한승우,소싱(Sourcing),,,,982,367.3,37.4,1867.5,4994.8,13.6,5.09,,,,,,,
DL-00928,동성환경,에너지/환경,폐기물처리,광주,1998,1218,그로쓰 1호 PEF,Growth,2016,박민재,소싱(Sourcing),,,,1121,336.3,30.0,931.6,2186.0,6.5,1.95,,,,,,,
DL-00929,글로벌캐피탈,금융서비스,결제,대전,1997,807,그로쓰 2호 PEF,Growth,2019,정우성,투자심의(IC),,,,309,43.0,13.9,102.6,300.7,7.0,0.97,,,,,,,
DL-00930,현우그린텍,에너지/환경,폐기물처리,서울,1986,328,바이아웃 1호 PEF,Buyout,2017,박민재,투자완료(Active),2022-12-15,73.6,37.5,158,55.8,35.3,142.3,301.2,5.4,1.91,3.5,231.7,3.15,38.9,,,
DL-00931,제이커머스,물류/유통,3PL물류,경기,1997,3562,그로쓰 3호 PEF,Growth,2022,오세훈,소싱(Sourcing),,,,1297,71.3,5.5,81.1,399.5,5.6,0.31,,,,,,,
DL-00932,에스엔터,미디어/콘텐츠,교육,경기,2017,2124,스페셜시츄에이션 1호,Special Situation,2018,박민재,소싱(Sourcing),,,,842,59.8,7.1,251.4,645.6,10.8,0.77,,,,,,,
DL-00933,제이물류,물류/유통,3PL물류,대전,2009,563,스페셜시츄에이션 1호,Special Situation,2018,강태호,소싱(Sourcing),,,,214,74.0,34.6,142.9,659.0,8.9,3.08,,,,,,,
DL-00934,동성테크,IT/소프트웨어,정보보안,전남,2005,765,벤처그로쓰 1호,Venture,2020,서지원,투자완료(Active),2022-12-29,682.4,78.8,264,76.0,28.8,326.5,1026.4,13.5,3.89,3.4,1315.7,1.93,21.0,,,
DL-00935,신성정보기술,IT/소프트웨어,시스템통합,서울,2021,648,바이아웃 2호 PEF,Buyout,2021,고은채,투자완료(Active),2022-07-31,625.8,95.8,592,71.0,12.0,71.4,596.7,8.4,1.01,3.9,699.3,1.12,2.9,,,
DL-00936,서연산업,제조/소재,정밀화학,서울,2016,768,벤처그로쓰 1호,Venture,2020,고은채,투자완료(Active),2025-02-19,566.5,75.2,320,96.6,30.2,196.3,840.8,8.7,2.63,1.3,886.5,1.57,41.0,,,
DL-00937,한솔스튜디오,미디어/콘텐츠,엔터테인먼트,제주,2021,569,벤처그로쓰 1호,Venture,2020,정우성,투자완료(Active),2025-05-24,529.3,84.6,299,56.2,18.8,239.0,803.8,14.3,2.69,1.0,608.8,1.15,14.3,,,
DL-00938,아이엠소재,제조/소재,철강금속,전남,2006,294,바이아웃 2호 PEF,Buyout,2021,한승우,소싱(Sourcing),,,,180,18.0,10.0,43.1,232.2,12.9,1.29,,,,,,,
DL-00939,한국커머스,물류/유통,도소매유통,경남,1992,649,바이아웃 2호 PEF,Buyout,2021,박민재,스크리닝(Screening),,,,224,84.4,37.7,332.8,667.1,7.9,2.98,,,,,,,
DL-00940,태광서비스,B2B서비스,시설관리,경기,2014,1346,스페셜시츄에이션 1호,Special Situation,2018,정우성,투자완료(Active),2019-08-05,363.0,94.6,477,44.4,9.3,262.5,638.8,14.4,1.34,6.8,757.1,2.09,11.3,,,
DL-00941,광림솔루션,B2B서비스,엔지니어링,광주,2017,680,그로쓰 3호 PEF,Growth,2022,윤지호,회수완료(Exited),2024-10-15,866.2,35.5,750,258.8,34.5,1009.8,2975.6,11.5,3.97,1.7,,3.56,115.9,2026-06-10,3087.3,IPO
DL-00942,서연파트너스,B2B서비스,MRO,경기,2005,883,그로쓰 3호 PEF,Growth,2022,오세훈,투자완료(Active),2024-01-02,133.2,85.2,337,17.2,5.1,4.2,134.1,7.8,0.4,2.4,332.2,2.49,45.5,,,
DL-00943,삼정이엔지,B2B서비스,인력아웃소싱,해외(베트남),2010,562,그로쓰 2호 PEF,Growth,2019,배준영,회수완료(Exited),2021-03-22,161.4,50.2,455,36.4,8.0,246.3,542.4,14.9,1.19,5.2,,0.78,-4.6,2026-06-10,126.2,구주매출
DL-00944,보광헬스케어,바이오/헬스케어,CRO/CDMO,충남,2007,459,벤처그로쓰 1호,Venture,2020,박민재,투자완료(Active),2025-01-04,516.0,61.8,213,62.4,29.3,92.7,817.6,13.1,3.84,1.4,472.7,0.92,-5.9,,,
DL-00945,세진에셋,금융서비스,자산관리,서울,2017,573,바이아웃 1호 PEF,Buyout,2017,윤지호,투자완료(Active),2022-09-26,246.7,35.0,317,59.9,18.9,232.8,844.8,14.1,2.66,3.7,484.4,1.96,20.0,,,
DL-00946,서연매니지먼트,B2B서비스,시설관리,대구,2016,5497,그로쓰 3호 PEF,Growth,2022,남기훈,소싱(Sourcing),,,,2043,412.7,20.2,654.5,4993.5,12.1,2.44,,,,,,,
DL-00947,중앙콘텐츠,미디어/콘텐츠,교육,서울,2001,690,그로쓰 2호 PEF,Growth,2019,배준영,투자완료(Active),2022-12-19,637.2,52.4,579,163.9,28.3,838.7,1949.9,11.9,3.37,3.5,1778.7,2.79,34.4,,,
DL-00948,서연그린텍,에너지/환경,폐기물처리,제주,1994,452,그로쓰 2호 PEF,Growth,2019,서지원,투자완료(Active),2021-07-27,100.3,65.7,200,38.0,19.0,83.5,212.8,5.6,1.06,4.9,187.4,1.87,13.7,,,
